15210167.1889999993145466	-3574717.4589999997988343	21727714.9310000017285347	1221.4998519999999189	3632.2325329999998758	-308.4099069999999756	0.0000000000000000	
15211076.2076523303985596	-3572014.1345719010569155	21727485.2705356180667877	1221.2644858852424932	3632.2878265737604124	-308.7461777381786874	0.7442540709389505	
15213801.8985970392823219	-3563904.8487795041874051	21726794.8671921305358410	1220.5583796352868831	3632.4534383932764285	-309.7548593721020325	2.9767591050267583	
15218340.1680578794330359	-3550391.6660598455928266	21725639.4577921181917191	1219.3815098118013793	3632.7285621369451292	-311.4355599970434696	6.6967436549366539	
15224684.1972785554826260	-3531478.0336701604537666	21724011.9459499120712280	1217.7338382791681397	3633.1118552144089335	-313.7876258965328589	11.9029222713315903	
15232824.4488363265991211	-3507168.7914499267935753	21721902.4154299832880497	1215.6153135941294750	3633.6014406850217711	-316.8101407330656230	18.5934959470405374	
15242748.6754958126693964	-3477470.1854253523051739	21719298.1488352529704571	1213.0258729457748359	3634.1949099436778852	-320.5019244222865495	26.7661527387199385	
15254441.9316175486892462	-3442389.8851941386237741	21716183.6516118161380291	1209.9654446403692418	3634.8893261739522131	-324.8615316978072656	36.4180685657456706	
15267886.5871397964656353	-3401937.0050108470022678	21712540.6813524179160595	1206.4339511239484182	3635.6812285684395647	-329.8872503758307175	47.5459081860844890	
15283062.3441557586193085	-3356122.1284759114496410	21708348.2823768183588982	1202.4313125340711395	3636.5666373161020601	-335.5770993307325512	60.1458263487893419	
15299946.2561118323355913	-3304957.3367143147625029	21703582.8255628496408463	1197.9574507705615360	3637.5410593562905888	-341.9288261946949774	74.2134691227411167	
15318512.7496557254344225	-3248456.2399131716229022	21698218.0533972121775150	1193.0122940735607244	3638.5994948989564364	-348.9399047963984231	89.7439754011556943	
15338733.6491661164909601	-3186634.0120711214840412	21692225.1302103474736214	1187.5957820956896285	3639.7364447103377643	-356.6075323556249828	106.7319785813506314	
15360578.2039980608969927	-3119507.4287963639944792	21685572.6975545287132263	1181.7078714536351072	3640.9459181631291358	-364.9286264524423018	125.1716084191893970	
15384013.1184804085642099	-3047094.9079746459610760	21678226.9346789419651031	1175.3485417429960762	3642.2214420498148684	-373.8998217913735971	145.0564930575583276	
15409002.5847033131867647	-2969416.5531133804470301	21670151.6240498311817646	1168.5178019987872631	3643.5560701574404447	-383.5174667826460109	166.3797612281714464	
15435508.3181349579244852	-2886494.1991535732522607	21661308.2218577414751053	1161.2156975825676000	3644.9423936016182779	-393.7776199642090091	189.1340446259609962	
